G-5140 	DEL:PART
G-5150 	SUB:ADP:at
G-5160 	SUB:ADP:in
G-5170 	DEL:ADP
G-5180 	SUB:ADP:with
G-5190 	DEL:PART
G-5210 	SUB:ADP:of
G-5220 	DEL:ADP
G-5230 	SUB:ADP:at
G-5240 	SWITCH:nsubj
G-5250 	SUB:ADP:in
G-5260 	SUB:ADP:by
G-5270 	DEL:ADP
G-5280 	DEL:AUX
G-5290 	SUB:ADP:for
G-5300 	SUB:ADP:with
G-5310 	DEL:PART
G-5330 	DEL:PART
G-5340 	SUB:ADP:at
G-5350 	SWITCH:nsubj
G-5360 	SUB:ADP:for
G-5370 	DEL:PART
G-5380 	DEL:AUX
G-5390 	SUB:ADP:for
G-5410 	SUB:ADP:of
G-5420 	SUB:ADP:on
G-5430 	SUB:ADP:at
G-5440 	DEL:PART
G-5460 	SUB:ADP:of
G-5470 	SUB:ADP:on
G-5480 	DEL:VERB
G-5490 	SUB:ADP:to
G-5510 	SUB:ADP:of
G-5520 	DEL:ADP
G-5530 	DEL:AUX
G-5540 	SUB:ADP:on
G-5550 	SUB:ADP:with
G-5560 	DEL:PART
G-5570 	DEL:AUX
G-5580 	SUB:ADP:on
G-5590 	DEL:VERB
G-5600 	SUB:ADP:an
G-5610 	DEL:AUX
G-5620 	DEL:ADP
G-5630 	SUB:ADP:with
G-5640 	DEL:PART
G-5650 	DEL:ADP
G-5660 	DEL:AUX
G-5670 	SUB:ADP:for
G-5680 	SUB:ADP:at
G-5690 	DEL:PART
G-5700 	DEL:ADP
G-5710 	SUB:ADP:a
G-5720 	SUB:ADP:with
G-5730 	SUB:ADP:for
G-5740 	DEL:PART
G-5760 	SUB:ADP:of
G-5770 	DEL:ADP
G-5780 	DEL:AUX
G-5790 	SUB:ADP:on
G-5800 	DEL:AUX
G-5810 	DEL:ADP
G-5820 	SUB:ADP:a
G-5830 	SUB:ADP:with
G-5840 	DEL:AUX
G-5860 	SUB:ADP:of
G-5870 	SUB:ADP:on
G-5880 	SUB:ADP:at
G-5890 	SUB:ADP:in
G-5900 	DEL:ADP
G-5910 	DEL:AUX
G-5920 	SUB:ADP:for
G-5930 	SUB:ADP:at
G-5940 	SUB:ADP:of
G-5950 	DEL:VERB_PART
G-5960 	SUB:ADP:by
G-5970 	SUB:ADP:an
G-5980 	SUB:ADP:at
G-5990 	DEL:PART
G-6010 	SUB:ADP:for
G-6020 	SUB:ADP:of
G-6030 	DEL:PART
G-6040 	SUB:ADP:of
G-6050 	SUB:ADP:at
G-6070 	DEL:ADP
G-6080 	DEL:AUX
G-6090 	SUB:ADP:for
G-6100 	DEL:AUX
G-6110 	DEL:ADP
G-6120 	DEL:AUX
G-6130 	SUB:ADP:for
G-6140 	DEL:AUX
G-6150 	SUB:ADP:at
G-6160 	DEL:ADP
G-6170 	DEL:PART
G-6180 	DEL:ADP
G-6190 	DEL:PART
G-6210 	DEL:AUX
G-6220 	SUB:ADP:for
G-6230 	SUB:ADP:at
G-6240 	DEL:PART
G-6250 	DEL:AUX
G-6260 	SUB:ADP:for
G-6270 	SUB:ADP:at
G-6280 	DEL:PART
G-6290 	DEL:AUX
G-6300 	SUB:ADP:for
G-6310 	SUB:ADP:at
G-6320 	DEL:PART
G-6330 	DEL:AUX
G-6340 	SUB:ADP:for
G-6350 	SUB:ADP:at
G-6360 	DEL:PART
G-6370 	DEL:AUX
G-6380 	SUB:ADP:for
G-6390 	SUB:ADP:at
G-6400 	DEL:PART
G-6410 	DEL:AUX
G-6420 	SUB:ADP:for
G-6430 	SUB:ADP:at
G-6440 	DEL:PART
G-6450 	DEL:PART
G-6460 	DEL:ADP
G-6470 	SUB:ADP:a
G-6480 	SUB:ADP:in
G-6490 	SUB:ADP:by
G-6500 	SUB:ADP:at
G-6510 	DEL:ADP
G-6520 	DEL:PART
G-6530 	DEL:DET
G-6540 	SUB:ADP:with
G-6550 	DEL:PART
G-6560 	DEL:ADP
G-6570 	SUB:ADP:at
G-6580 	DEL:VERB_PART
G-6590 	SUB:ADP:by
G-6600 	SUB:ADP:an
G-6610 	SUB:ADP:of
G-6620 	SUB:ADP:at
G-6630 	DEL:ADP
G-6640 	SUB:ADP:a
G-6650 	SUB:ADP:for
G-6670 	DEL:ADP
G-6680 	SUB:ADP:at
G-6690 	SWITCH:nsubj
G-6700 	SUB:ADP:in
G-6710 	SUB:ADP:by
G-6720 	DEL:ADP
G-6730 	DEL:AUX
G-6740 	SUB:ADP:for
G-6750 	SUB:ADP:at
G-6760 	SWITCH:nsubj
G-6770 	SUB:ADP:for
G-6780 	DEL:PART
G-6790 	DEL:AUX
G-6800 	SUB:ADP:for
G-6810 	DEL:DET
G-6820 	SUB:ADP:to
G-6830 	SUB:ADP:with
G-6840 	DEL:AUX
G-6850 	SUB:ADP:for
G-6860 	SUB:ADP:at
G-6870 	DEL:PART
G-6880 	DEL:DET
G-6890 	SUB:ADP:to
G-6910 	DEL:PART
G-6920 	SUB:ADP:of
G-6930 	SUB:ADP:on
G-6940 	SUB:ADP:to
G-6950 	SUB:ADP:with
G-6960 	DEL:PART
G-6980 	SUB:ADP:for
G-6990 	SUB:ADP:of
G-7000 	DEL:VERB
G-7010 	SUB:ADP:an
G-7030 	SUB:ADP:for
G-7040 	DEL:DET
G-7050 	SUB:ADP:with
G-7060 	SUB:ADP:for
G-7070 	DEL:ADP
G-7080 	DEL:PART
G-7100 	SUB:ADP:on
G-7110 	SUB:ADP:to
G-7130 	DEL:AUX
G-7140 	SUB:ADP:for
G-7150 	DEL:DET
G-7160 	SUB:ADP:to
G-7170 	SUB:ADP:with
G-7180 	DEL:AUX
G-7190 	SUB:ADP:for
G-7200 	SUB:ADP:at
G-7210 	DEL:PART
G-7220 	DEL:DET
G-7230 	SUB:ADP:to
G-7250 	DEL:PART
G-7260 	SUB:ADP:at
G-7270 	SUB:ADP:of
G-7280 	DEL:VERB_PART
G-7290 	SUB:ADP:by
G-7300 	SUB:ADP:an
G-7310 	SUB:ADP:at
G-7320 	DEL:PART
G-7340 	SUB:ADP:of
G-7350 	DEL:VERB_PART
G-7360 	SUB:ADP:by
G-7380 	DEL:PART
G-7390 	DEL:ADP
G-7400 	SUB:ADP:a
G-7410 	SUB:ADP:with
G-7420 	SUB:ADP:for
G-7430 	DEL:PART
G-7450 	SUB:ADP:of
G-7460 	DEL:ADP
G-7470 	SUB:ADP:a
G-7480 	SUB:ADP:with
G-7490 	DEL:AUX
G-7510 	SUB:ADP:of
G-7520 	SUB:ADP:on
G-7530 	DEL:VERB
G-7540 	SUB:ADP:to
G-7560 	SUB:ADP:of
G-7570 	DEL:ADP
G-7580 	DEL:AUX
G-7590 	SUB:ADP:on
G-7600 	DEL:VERB
G-7610 	SUB:ADP:an
G-7620 	DEL:AUX
G-7630 	DEL:ADP
G-7640 	SUB:ADP:at
G-7650 	SWITCH:nsubj
G-7660 	SUB:ADP:in
G-7670 	SUB:ADP:by
G-7680 	DEL:ADP
G-7690 	DEL:AUX
G-7700 	SUB:ADP:for
G-7710 	SUB:ADP:at
G-7720 	SWITCH:nsubj
G-7730 	SUB:ADP:for
G-7740 	DEL:PART
G-7750 	DEL:AUX
G-7760 	SUB:ADP:for
G-7770 	DEL:DET
G-7780 	SUB:ADP:to
G-7790 	SUB:ADP:with
G-7800 	DEL:AUX
G-7810 	SUB:ADP:for
G-7820 	SUB:ADP:at
G-7830 	DEL:PART
G-7840 	DEL:DET
G-7850 	SUB:ADP:to
G-7870 	DEL:PART
G-7880 	SUB:ADP:of
G-7890 	SUB:ADP:at
G-7900 	DEL:ADP
G-7910 	SUB:ADP:at
G-7920 	DEL:VERB_PART
G-7930 	SUB:ADP:by
G-7940 	SUB:ADP:an
G-7960 	SUB:ADP:on
G-7970 	SUB:ADP:to
G-7990 	SUB:ADP:for
G-8000 	SUB:ADP:of
G-8010 	SUB:ADP:at
G-8020 	SUB:ADP:of
G-8030 	DEL:VERB
G-8040 	SUB:ADP:to
G-8060 	DEL:PART
G-8070 	DEL:DET
G-8080 	SUB:ADP:with
G-8090 	DEL:AUX
G-8100 	SUB:ADP:for
G-8110 	SUB:ADP:at
G-8120 	DEL:PART
G-8130 	DEL:ADP
G-8140 	SUB:ADP:a
G-8150 	SUB:ADP:with
G-8160 	SUB:ADP:for
G-8170 	DEL:PART
G-8180 	DEL:AUX
G-8190 	SUB:ADP:on
G-8200 	DEL:VERB
G-8210 	SUB:ADP:an
G-8220 	SUB:ADP:at
G-8230 	DEL:PART
G-8250 	SUB:ADP:of
G-8260 	SUB:ADP:on
G-8270 	DEL:VERB
G-8280 	SUB:ADP:to
G-8300 	DEL:PART
G-8310 	SUB:ADP:at
G-8320 	SWITCH:nsubj
G-8330 	SUB:ADP:for
G-8340 	DEL:ADP
G-8350 	DEL:PART
G-8370 	SUB:ADP:for
G-8380 	DEL:DET
G-8390 	SUB:ADP:with
G-8400 	SUB:ADP:for
G-8420 	SUB:ADP:at
G-8430 	DEL:VERB_PART
G-8440 	SUB:ADP:by
G-8450 	SUB:ADP:at
G-8460 	DEL:ADP
G-8470 	DEL:PART
G-8480 	DEL:ADP
G-8490 	SUB:ADP:a
G-8500 	SUB:ADP:in
G-8510 	SUB:ADP:by
G-8520 	DEL:PART
G-8530 	SUB:ADP:of
G-8540 	DEL:VERB
G-8550 	SUB:ADP:an
G-8560 	SUB:ADP:at
G-8570 	DEL:PART
G-8590 	SUB:ADP:of
G-8600 	SUB:ADP:on
G-8610 	DEL:VERB
G-8620 	SUB:ADP:to
G-8640 	DEL:PART
G-8650 	SUB:ADP:at
G-8660 	SWITCH:nsubj
G-8670 	SUB:ADP:for
G-8680 	DEL:PART
G-8700 	SUB:ADP:of
G-8710 	DEL:ADP
G-8720 	SUB:ADP:at
G-8730 	SWITCH:nsubj
G-8740 	SUB:ADP:in
G-8750 	SUB:ADP:by
G-8770 	DEL:PART
G-8780 	DEL:DET
G-8790 	SUB:ADP:to
G-8810 	SUB:ADP:of
G-8820 	DEL:ADP
G-8830 	DEL:AUX
G-8840 	SUB:ADP:for
G-8850 	DEL:DET
G-8860 	SUB:ADP:to
G-8870 	SUB:ADP:with
G-8880 	DEL:AUX
G-8900 	SUB:ADP:of
G-8910 	DEL:VERB_PART
G-8920 	SUB:ADP:by
G-8930 	DEL:ADP
G-8940 	DEL:AUX
G-8950 	SUB:ADP:for
G-8960 	SUB:ADP:at
G-8970 	SUB:ADP:of
G-8980 	DEL:VERB_PART
G-8990 	SUB:ADP:by
G-9000 	SUB:ADP:an
G-9010 	DEL:AUX
G-9020 	DEL:ADP
G-9030 	SUB:ADP:a
G-9040 	SUB:ADP:with
G-9050 	DEL:AUX
G-9060 	SUB:ADP:for
G-9070 	SUB:ADP:at
G-9080 	DEL:PART
G-9090 	DEL:ADP
G-9100 	SUB:ADP:a
G-9110 	SUB:ADP:with
G-9120 	SUB:ADP:for
G-9130 	DEL:PART
G-9140 	DEL:AUX
G-9150 	SUB:ADP:on
G-9160 	DEL:VERB
G-9170 	SUB:ADP:an
G-9180 	SUB:ADP:at
G-9190 	DEL:PART
G-9210 	SUB:ADP:of
G-9220 	SUB:ADP:on
G-9230 	DEL:VERB
G-9240 	SUB:ADP:to
G-9260 	DEL:PART
G-9270 	SUB:ADP:at
G-9280 	SWITCH:nsubj
G-9290 	SUB:ADP:for
G-9300 	DEL:ADP
G-9310 	SUB:ADP:with
G-9320 	DEL:ADP
G-9330 	SUB:ADP:with
G-9340 	DEL:ADP
G-9350 	DEL:PART
G-9370 	SUB:ADP:for
G-9380 	DEL:DET
G-9390 	SUB:ADP:with
G-9400 	SUB:ADP:for
G-9410 	DEL:ADP
G-9420 	DEL:PART
G-9440 	SUB:ADP:on
G-9450 	SUB:ADP:in
G-9460 	DEL:PART
G-9470 	SUB:ADP:of
G-9480 	DEL:VERB
G-9490 	SUB:ADP:an
G-9510 	SUB:ADP:for
G-9530 	SUB:ADP:for
G-9550 	SUB:ADP:for
G-9560 	SUB:ADP:of
G-9570 	SUB:ADP:at
G-9580 	SUB:ADP:of
G-9590 	DEL:VERB
G-9600 	SUB:ADP:to
G-9620 	SUB:ADP:for
G-9630 	SUB:ADP:of
G-9640 	SUB:ADP:with
G-9650 	DEL:ADP
G-9660 	DEL:PART
G-9670 	DEL:ADP
G-9680 	SUB:ADP:a
G-9690 	SUB:ADP:for
G-9710 	DEL:ADP
G-9720 	SUB:ADP:with
G-9730 	DEL:PART
G-9740 	DEL:ADP
G-9750 	DEL:AUX
G-9760 	SUB:ADP:for
G-9770 	SUB:ADP:at
G-9780 	DEL:PART
G-9790 	DEL:ADP
G-9800 	SUB:ADP:a
G-9810 	SUB:ADP:with
G-9820 	SUB:ADP:for
G-9830 	DEL:PART
G-9850 	SUB:ADP:of
G-9860 	DEL:ADP
G-9870 	DEL:AUX
G-9880 	SUB:ADP:on
G-9890 	DEL:AUX
G-9900 	DEL:ADP
G-9910 	SUB:ADP:a
G-9920 	SUB:ADP:with
G-9930 	DEL:AUX
G-9950 	SUB:ADP:of
G-9960 	SUB:ADP:on
G-9970 	SUB:ADP:at
G-9980 	SUB:ADP:in
G-9990 	DEL:ADP
G-10000 	DEL:AUX
G-10010 	SUB:ADP:for
G-10020 	SUB:ADP:at
G-10030 	SUB:ADP:of
G-10040 	DEL:VERB_PART
G-10050 	SUB:ADP:by
G-10060 	SUB:ADP:an
G-10070 	SUB:ADP:at
G-10080 	DEL:PART
G-10100 	SUB:ADP:in
G-10110 	DEL:ADP
G-10120 	DEL:AUX
G-10140 	SUB:ADP:of
G-10150 	DEL:VERB_PART
G-10160 	SUB:ADP:by
G-10180 	DEL:ADP
G-10190 	SUB:ADP:with
G-10200 	DEL:ADP
G-10210 	SUB:ADP:with
G-10220 	DEL:ADP
G-10230 	DEL:PART
G-10250 	SUB:ADP:for
G-10260 	DEL:DET
G-10270 	SUB:ADP:with
G-10280 	SUB:ADP:for
G-10290 	DEL:ADP
G-10300 	DEL:PART
G-10320 	SUB:ADP:on
G-10330 	SUB:ADP:in
G-10340 	DEL:PART
G-10350 	SUB:ADP:of
G-10360 	DEL:VERB
G-10370 	SUB:ADP:an
G-10390 	SUB:ADP:for
G-10410 	SUB:ADP:for
G-10430 	SUB:ADP:for
G-10440 	SUB:ADP:of
G-10450 	SUB:ADP:at
G-10460 	SUB:ADP:of
G-10470 	DEL:VERB
G-10480 	SUB:ADP:to
G-10500 	SUB:ADP:for
G-10510 	SUB:ADP:of
G-10520 	SUB:ADP:with
G-10530 	DEL:ADP
