id	prompt	waveId	transcription	recResult	language	meaning	edition	category
991	Sag: Ich möchte am Dienstagnachmittag abreisen	user-45_2014-11-19_11-50-52_utt_237	i want to leave at tuesday afternoon	i want to leave at thursday afternoon	0	1	ST2	A
992	Sag: Ich möchte am Dienstagnachmittag abreisen	user-45_2014-11-19_11-50-52_utt_238	i want to leave at tuesday afternoon	i want to leave at tuesday afternoon	0	1	ST2	A
996	Sag: Ich möchte am Donnerstagabend abreisen	user-45_2014-11-19_11-50-52_utt_244	i'd like to leave at thursday evening	a saturday on thursday evening	0	1	ST2	A
997	Sag: Ich möchte am Donnerstagabend abreisen	user-45_2014-11-19_11-50-52_utt_245	i want to leave at thursday evening	i want to leave at thursday evening	0	1	ST2	A
1017	Sag: Ich möchte am Sonntagabend gehen	user-45_2014-11-19_11-50-52_utt_275	i want to go at sunday evening	i want to go at sunday evening	0	1	ST2	A
1020	Sag: Ich möchte vorne sitzen	user-45_2014-11-19_11-50-52_utt_278	i would like to the front the seat	i would like two smaller sisters	0	1	ST2	A
1259	Sag: Ich möchte mit Kreditkarte bezahlen	user-46_2014-10-29_15-43-47_utt_009	i want pay with the credit card	i want pay with the credit card	0	1	ST2	A
1276	Sag: Ich möchte mit Kreditkarte bezahlen	user-46_2014-11-03_14-37-39_utt_008	i want to pay with the credit card	i want to pay with the credit card	0	1	ST2	A
1289	Sag: Ich möchte mit Postkarte bezahlen	user-46_2014-11-09_13-24-17_utt_015	i want to pay with the post card	i want to pay with the post card	0	1	ST2	A
1316	Sag: Ich möchte mit Postkarte bezahlen	user-46_2014-11-09_13-24-17_utt_054	i would like to pay with the post card	i would like to pay with post card	0	1	ST2	A
1329	Sag: Ich möchte am Donnerstagabend gehen	user-46_2014-11-09_13-24-17_utt_075	i would like to go at ggg	i would like to blue pants	0	0	ST2	A
1346	Sag: Ich möchte mit Postkarte bezahlen	user-46_2014-11-09_13-24-17_utt_099	i want to pay with the post card	i want to pay with the post card	0	1	ST2	A
1367	Sag: Ich möchte mit Postkarte bezahlen	user-46_2014-11-09_13-24-17_utt_129	can i pay with the post card	can i pay with post card	0	1	ST2	A
1379	Sag: Ich möchte mit Postkarte bezahlen	user-46_2014-11-09_13-24-17_utt_147	can i pay with the post card	can i pay with post card	0	1	ST2	A
1380	Sag: Ich möchte mit Postkarte bezahlen	user-46_2014-11-09_13-24-17_utt_148	can i pay with the post card	can i pay with the post card	0	1	ST2	A
1392	Sag: Ich möchte am Freitag abreisen	user-46_2014-11-09_13-24-17_utt_164	i will leave at friday	i will leave at friday	0	1	ST2	A
1397	Sag: Ich möchte am Dienstag abreisen	user-46_2014-11-09_13-24-17_utt_173	i would like to leave at thursday	i would like to leave at thursday	0	0	ST2	A
1447	Sag: Ich möchte am Donnerstagabend abreisen	user-46_2014-11-11_14-37-09_utt_017	i would leave at thursday evening	i would leave at thursday evening	0	1	ST2	A
1453	Sag: Ich möchte am Mittwochabend gehen	user-46_2014-11-11_14-37-09_utt_025	i would like to go at ggg	i would like to goodness near i'm am	0	0	ST2	A
1567	Sag: Ich möchte mit Kreditkarte bezahlen	user-49_2014-11-02_17-58-17_utt_008	can i pay be credit card	can i buy be credit card	0	1	ST2	A
1573	Sag: Ich möchte am Samstagabend abreisen	user-49_2014-11-02_17-58-17_utt_025	i want at sunday evening*z to go	i want thursday morning	0	1	ST2	A
1595	Sag: Ich möchte in der dritten Reihe sitzen	user-50_2014-11-11_16-10-10_utt_024	i want to sit in the third line	i want to sit in the third lion	0	1	ST2	A
1657	Sag: Ich möchte mit Kreditkarte bezahlen	user-51_2014-11-10_16-11-09_utt_031	i would like buy credit please	i would like my credit please	0	0	ST2	A
1664	Sag: Ich möchte mit Visa bezahlen	user-51_2014-11-10_16-11-09_utt_044	i would like buy with visa*z	i would like buy with visa	0	1	ST2	A
1665	Sag: Ich möchte mit Euros bezahlen	user-51_2014-11-10_16-11-09_utt_045	i would like buy with euros	i would like to buy with euros	0	1	ST2	A
1682	Sag: Ich möchte am Mittwochmorgen abreisen	user-51_2014-11-10_16-11-09_utt_071	i w*a	i	0	0	ST2	A
1730	Sag: Ich möchte mit Postkarte bezahlen	user-51_2014-11-10_16-11-09_utt_137	i would like to buy by post card	i would like to pay by post card	0	1	ST2	A
1750	Sag: Ich möchte mit Postkarte bezahlen	user-51_2014-11-10_16-11-09_utt_162	can i ha*a can i	can i have can i	0	0	ST2	A
1754	Sag: Ich möchte mit Kreditkarte bezahlen	user-51_2014-11-10_16-11-09_utt_170	i would like pay by credit	i would like pay by credit	0	1	ST2	A
1759	Sag: Ich möchte mit Mastercard bezahlen	user-51_2014-11-10_16-11-09_utt_179	i would like pay by mastercard	i would like pay by mastercard	0	1	ST2	A
1764	Sag: Ich möchte mit Mastercard bezahlen	user-51_2014-11-10_16-11-09_utt_188	i would like pay by mastercard	i would like pay by mastercard	0	1	ST2	A
1765	Sag: Ich möchte mit Schweizer Franken bezahlen	user-51_2014-11-10_16-11-09_utt_189	i would like pay with switzerland francs*z	i would like to pie with switzerland francs	0	1	ST2	A
1774	Sag: Ich möchte mit Visa bezahlen	user-51_2014-11-10_16-11-09_utt_207	i would like pay by visa	i would like pay by visa	0	1	ST2	A
1812	Sag: Ich möchte mit Visa bezahlen	user-51_2014-11-16_15-47-21_utt_012	i would like pay by visa	i would like pay by visa	0	1	ST2	A
1890	Sag: Ich möchte mit Kreditkarte bezahlen	user-51_2014-11-16_15-54-14_utt_110	i would like pay by visa	i would like pay by visa	0	1	ST2	A
1896	Sag: Ich möchte mit Visa bezahlen	user-51_2014-11-16_16-19-57_utt_006	i would like pay by visa	i would like pay by visa	0	1	ST2	A
1903	Sag: Ich möchte mit Visa bezahlen	user-51_2014-11-16_16-19-57_utt_016	i would like pay by visa	i would like pay by visa	0	1	ST2	A
1975	Sag: Ich möchte am Donnerstagnachmittag abreisen	user-57_2014-10-24_17-52-51_utt_021	i'd like a thursday*z afternoon go	i'd like a thursday afternoon go	0	1	ST2	A
2006	Sag: Ich möchte mit Visa bezahlen	user-57_2014-10-24_17-52-51_utt_060	i like pay with visa	i like pay with visa	0	1	ST2	A
2043	Sag: Ich möchte um 19 Uhr morgen abreisen	user-57_2014-10-25_10-33-52_utt_005	i would like at seven in the evening go	i would like a lemonade evening musical	0	1	ST2	A
2056	Sag: Ich möchte mit Kreditkarte bezahlen	user-57_2014-10-25_10-33-52_utt_022	i pay with visa	i pay with visa	0	1	ST2	A
2130	Sag: Ich möchte in der achten Reihe sitzen	user-57_2014-10-30_18-43-25_utt_025	i would like in the eight reihe*z sit	i would like in the eighth rabbit	0	0	ST2	A
2166	Sag: Ich möchte mit Kreditkarte bezahlen	user-57_2014-11-03_11-23-59_utt_007	i would like pay with visa	i would like pay with visa	0	1	ST2	A
2171	Sag: Ich möchte am Mittwochmorgen abreisen	user-57_2014-11-03_11-23-59_utt_014	i would like leave on wednesday morning	i would like leave on wednesday morning	0	1	ST2	A
2187	Sag: Ich möchte am Sonntagabend gehen	user-57_2014-11-03_11-23-59_utt_037	i would like go on dimanche*v afternoon	i would like to go on in the morning afternoon	0	0	ST2	A
2189	Sag: Ich möchte in der vierten Reihe sitzen	user-57_2014-11-03_11-23-59_utt_039	i would like to sit in the four roof	i would like to sit in the for room	0	0	ST2	A
2221	Sag: Ich möchte mit Visa bezahlen	user-57_2014-11-06_11-36-06_utt_006	i would like pay with visa	i would like pay with visa	0	1	ST2	A
2231	Sag: Ich möchte am Dienstagmorgen abreisen	user-57_2014-11-06_11-36-06_utt_020	i would like on thirty morning leave	i would like a room for leave morning leave	0	0	ST2	A
2232	Sag: Ich möchte am Dienstagmorgen abreisen	user-57_2014-11-06_11-36-06_utt_021	can i pay on thirty morning leave	can i pay on thursday morning leave	0	0	ST2	A
2266	Sag: Ich möchte am Donnerstagabend gehen	user-57_2014-11-06_16-53-24_utt_025	i would like on thursday evening go	i would like on thursday evening go	0	1	ST2	A
2269	Sag: Ich möchte in der Mitte sitzen	user-57_2014-11-06_16-53-24_utt_028	i would like in the mid room sit	i would like in the middle rome sit	0	0	ST2	A
2314	Sag: Ich möchte morgen abreisen	user-57_2014-11-07_11-18-23_utt_013	i would like leave mor*a in morning	i would like to leave tomorrow at morning	0	0	ST2	A
2378	Sag: Ich möchte um 9 Uhr morgen abreisen	user-57_2014-11-08_08-52-04_utt_018	i would like to leave on ninety to morning	i would like to leave on ninety to morning	0	0	ST2	A
2528	Sag: Ich möchte mit Mastercard bezahlen	user-57_2014-11-11_16-55-24_utt_038	i would like pay with mastercard	i would like pay with mastercard	0	1	ST2	A
2533	Sag: Ich möchte hinten sitzen	user-57_2014-11-11_16-55-24_utt_046	i want to sit back	i want to sit back	0	0	ST2	A
2640	Sag: Ich möchte um 14 Uhr morgen abreisen	user-57_2014-11-13_18-25-35_utt_013	i would like to leave morning on xxx thirteenth	i would like to leave morning of fryer thirty	0	0	ST2	A
2641	Sag: Ich möchte um 14 Uhr morgen abreisen	user-57_2014-11-13_18-25-35_utt_014	i would like to leave on thirteen morning	i would like to leave on saturday morning	0	0	ST2	A
2652	Sag: Ich möchte mit Dollars bezahlen	user-57_2014-11-13_18-25-35_utt_030	i would like pay with dollars	i would like pay with dollars	0	1	ST2	A
2661	Sag: Ich möchte hinten sitzen	user-57_2014-11-13_18-25-35_utt_042	i would like hinten*v to sit	i would like three musical tickets	0	0	ST2	A
2777	Sag: Ich möchte am Dienstagabend gehen	user-57_2014-11-17_15-33-36_utt_030	i would like on thursday evening	i would like a thursday evening	0	1	ST2	A
2778	Sag: Ich möchte am Dienstagabend gehen	user-57_2014-11-17_15-33-36_utt_031	i would like to leave on thursday*z evening	i would like to leave on thursday evening	0	0	ST2	A
2800	Sag: Ich möchte mit Kreditkarte bezahlen	user-57_2014-11-17_15-33-36_utt_058	i would like pay with credit card	i would like pay with credit card	0	1	ST2	A
2819	Sag: Ich möchte mit Euros bezahlen	user-57_2014-11-18_18-29-18_utt_008	i would like pay with euros*z	i would like pay with euros	0	0	ST2	A
2854	Sag: Ich möchte mit Postkarte bezahlen	user-57_2014-11-18_18-29-18_utt_055	i would like postcard	i would like post card	0	0	ST2	A
2903	Sag: Ich möchte in der siebten Reihe sitzen	user-57_2014-11-19_18-05-17_utt_041	i would like to sit in the seven row	i would like to sit in the seven row	0	1	ST2	A
2911	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-11-29_12-00-41_utt_010	i would like to pay with the credit card	i would like to pay with the credit card	0	1	ST2	A
2936	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-11-29_12-00-41_utt_041	i want to pay with the credit card	i want to pay with the credit card	0	1	ST2	A
3002	Sag: Ich möchte mit Postkarte bezahlen	user-73_2014-12-01_17-38-49_utt_006	i would like to pay with the post card	i would like to pay with post card	0	1	ST2	A
3065	Sag: Ich möchte am Montagabend abreisen	user-73_2014-12-02_17-30-05_utt_013	i would like to leave morning night	i would like to leave monday night	0	0	ST2	A
3080	Sag: Ich möchte am Montagabend gehen	user-73_2014-12-02_17-30-05_utt_034	i would like to go at monday evening	i would like to go at monday evening	0	1	ST2	A
3134	Sag: Ich möchte am Freitagabend abreisen	user-73_2014-12-08_18-25-51_utt_004	i would like to leave at friday night	i would like to leave at friday night	0	1	ST2	A
3238	Sag: Ich möchte mit Visa bezahlen	user-73_2014-12-08_19-41-57_utt_051	i want with visa billing*x	i want with visa sisters	0	1	ST2	A
3239	Sag: Ich möchte mit Visa bezahlen	user-73_2014-12-08_19-41-57_utt_052	i'd like a xxx	is lisbon	0	0	ST2	A
3240	Sag: Ich möchte mit Visa bezahlen	user-73_2014-12-08_19-41-57_utt_053	i don't understand you	a room for two nights	0	0	ST2	A
3269	Sag: Ich möchte in der neunten Reihe sitzen	user-73_2014-12-08_19-41-57_utt_094	i'd like a seat in the nine row*z	i'd like lizard manx suite	0	1	ST2	A
3292	Sag: Ich möchte mit Visa bezahlen	user-73_2014-12-09_14-38-04_utt_007	xxx	i'm	0	0	ST2	A
3302	Sag: Ich möchte mit Mastercard bezahlen	user-73_2014-12-09_14-38-04_utt_021	i'd like pay with mastercard	can i pay with mastercard	0	1	ST2	A
3303	Sag: Ich möchte mit Mastercard bezahlen	user-73_2014-12-09_14-38-04_utt_022	i would like pay with mastercard	i would like pay with mastercard	0	1	ST2	A
3324	Sag: Ich möchte am Sonntagabend gehen	user-73_2014-12-09_14-38-04_utt_053	i would like go at sunday evening	i would like to go at sunday evening	0	1	ST2	A
3578	Sag: Ich möchte mit Mastercard bezahlen	user-73_2014-12-14_16-07-10_utt_027	i would like pay with mastercard	i would like pay with mastercard	0	1	ST2	A
3593	Sag: Ich möchte um 11 Uhr morgen abreisen	user-73_2014-12-16_19-38-40_utt_012	i would like to leave on eleven hour tomorrow	i would like to leave on the elevator tomorrow	0	1	ST2	A
3627	Sag: Ich möchte vorne sitzen	user-73_2014-12-16_19-38-40_utt_057	i would like sit in the front	i would like to sit in the seventh	0	1	ST2	A
3712	Sag: Ich möchte um 8 Uhr morgen abreisen	user-73_2014-12-16_19-38-40_utt_180	i would like to leave on eight hour tomorrow	i would like to leave on a tower tomorrow	0	1	ST2	A
3716	Sag: Ich möchte um 15 Uhr morgen abreisen	user-73_2014-12-16_19-38-40_utt_186	i would like to leave on fifteen hour tomorrow	i would like to leave on fifteen o'clock tomorrow	0	1	ST2	A
3717	Sag: Ich möchte um 15 Uhr morgen abreisen	user-73_2014-12-16_19-38-40_utt_187	i would like to leave by fifteen o'clock tomorrow	i would like to leave at fifteen o'clock tomorrow	0	1	ST2	A
3738	Sag: Ich möchte mit Mastercard bezahlen	user-73_2014-12-16_19-38-40_utt_220	i would like pay with mastercard	i would like pay with mastercard	0	1	ST2	A
3752	Sag: Ich möchte um 8 Uhr morgen abreisen	user-73_2014-12-16_20-53-50_utt_004	i would like to leave on eight hour tomorrow	i would like to leave on a tower tomorrow	0	0	ST2	A
3763	Sag: Ich möchte um 21 Uhr morgen abreisen	user-73_2014-12-17_11-57-36_utt_006	i would like to leave on twenty one hour tomorrow	i would like to leave on thursday one tower tomorrow	0	1	ST2	A
3764	Sag: Ich möchte um 21 Uhr morgen abreisen	user-73_2014-12-17_11-57-36_utt_007	i would like to leave on twenty one hour tomorrow	i would like to leave on thursday one o'clock tomorrow	0	1	ST2	A
3781	Sag: Ich möchte um 9 Uhr morgen abreisen	user-73_2014-12-17_11-57-36_utt_032	i would like to leave on nine hour morning	i would like to leave on night tower morning	0	0	ST2	A
3791	Sag: Ich möchte um 19 Uhr morgen abreisen	user-73_2014-12-17_11-57-36_utt_047	i want to buy nineteen o'clock tomorrow	i want to buy with o'clock tomorrow	0	0	ST2	A
3867	Sag: Ich möchte um 14 Uhr morgen abreisen	user-73_2014-12-17_17-46-33_utt_054	i would like to leave by fourteen hour morning	i would like to leave buy portugal morning	0	0	ST2	A
3869	Sag: Ich möchte um 14 Uhr morgen abreisen	user-73_2014-12-17_17-46-33_utt_056	i would like to leave on fourteen hour tomorrow	i would like to leave on forty tower tomorrow	0	1	ST2	A
3889	Sag: Ich möchte hinten sitzen	user-73_2014-12-17_17-46-33_utt_084	i would like to sit back	i would like to sit back	0	0	ST2	A
4005	Sag: Ich möchte in der sechsten Reihe sitzen	user-73_2014-12-18_11-08-22_utt_031	i would like sit in the sixth row	i would like to sit in the sixth row	0	1	ST2	A
4072	Sag: Ich möchte hinten sitzen	user-73_2014-12-18_17-11-49_utt_023	i would like to sit back	i would like to sit back	0	0	ST2	A
4125	Sag: Ich möchte hinten sitzen	user-73_2014-12-18_17-11-49_utt_094	i would like to sit back	i would like to sit back	0	0	ST2	A
4126	Sag: Ich möchte hinten sitzen	user-73_2014-12-18_17-11-49_utt_095	i would like to sit back	i would like to sit back	0	0	ST2	A
4310	Sag: Ich möchte mit Postkarte bezahlen	user-242_2014-06-17_07-22-27_utt_015	i would like a junior suite	i would like a junior suite	0	0	ST2	A
4311	Sag: Ich möchte mit Postkarte bezahlen	user-242_2014-06-17_07-22-27_utt_016	i would like a junior suite	i like a room for a junior suite	0	0	ST2	A
4312	Sag: Ich möchte mit Postkarte bezahlen	user-242_2014-06-17_07-22-27_utt_017	ich*v möchte*v mit*v der*v Postkarte*v bezahlen*v	museum a door room	0	0	ST2	A
4320	Sag: Ich möchte mit Mastercard bezahlen	user-243_2014-06-19_07-35-54_utt_011	yes	a hairdresser	0	0	ST2	A
4330	Sag: Ich möchte mit Kreditkarte bezahlen	user-245_2014-06-16_20-10-57_utt_008	i want with card pay	i want with card pay	0	1	ST2	A
4339	Sag: Ich möchte mit Kreditkarte bezahlen	user-245_2014-06-19_07-51-32_utt_008	i want pay with xxx	my room is my	0	0	ST2	A
4340	Sag: Ich möchte mit Kreditkarte bezahlen	user-245_2014-06-19_07-51-32_utt_009	i want with card	my room is dirty	0	0	ST2	A
4341	Sag: Ich möchte mit Kreditkarte bezahlen	user-245_2014-06-19_07-51-32_utt_010	*noise	ah lizzy for carbonated water i want a forty-four zimmer italy is lisbon food shop stillness liz lizards ah lisbon hello thursday jujitsu barbara lisbon row capital city lizards car	0	0	ST2	A
4347	Sag: Ich möchte mit Kreditkarte bezahlen	user-246_2014-06-10_13-05-30_utt_009	can i pay with the credit card	can i pay with the credit card	0	1	ST2	A
4354	Sag: Ich möchte am Donnerstagabend abreisen	user-246_2014-06-11_14-12-41_utt_006	go on tuesday evening	room for tuesday evening	0	0	ST2	A
4406	Sag: Ich möchte am Freitagabend gehen	user-83_2014-10-27_14-15-22_utt_058	i want to go at free days p m	i want to go on a single room lion	0	0	ST2	A
4432	Sag: Ich möchte mit Postkarte bezahlen	user-83_2014-11-03_18-41-45_utt_008	i would pay with the post card	i would pay with the post card	0	1	ST2	A
4449	Sag: Ich möchte um 21 Uhr morgen abreisen	user-83_2014-11-03_18-41-45_utt_030	i want please at twenty one a o'clock tomorrow	i want to leave at twenty one eight o'clock tomorrow	0	0	ST2	A
4500	Sag: Ich möchte mit Mastercard bezahlen	user-83_2014-11-06_19-23-22_utt_040	i would pay with mastercard	i would pay with mastercard	0	1	ST2	A
4519	Sag: Ich möchte mit Visa bezahlen	user-83_2014-11-07_18-13-18_utt_009	i would payed by visa	i would pay by visa	0	1	ST2	A
4520	Sag: Ich möchte mit Visa bezahlen	user-83_2014-11-07_18-13-18_utt_010	i would please pay with visa	i want to leave pay with visa	0	1	ST2	A
4561	Sag: Ich möchte am Samstagabend abreisen	user-86_2014-11-12_13-18-24_utt_008	hi -xxx	i am	0	0	ST2	A
4590	Sag: Ich möchte mit Visa bezahlen	user-86_2014-11-12_13-35-32_utt_008	xxx	i am	0	0	ST2	A
4634	Sag: Ich möchte in der achten Reihe sitzen	user-86_2014-11-12_14-00-45_utt_017	xxx	a suite	0	0	ST2	A
4636	Sag: Ich möchte in der achten Reihe sitzen	user-86_2014-11-12_14-00-45_utt_019	xxx	lisbon	0	0	ST2	A
4740	Sag: Ich möchte mit Mastercard bezahlen	user-89_2014-11-07_12-29-49_utt_008	i want to pay with the mastercard	i want to pay with mastercard	0	1	ST2	A
4741	Sag: Ich möchte mit Euros bezahlen	user-89_2014-11-07_12-29-49_utt_009	i would bu*a buy with euros	a room for five euros	0	1	ST2	A
4755	Sag: Ich möchte mit Postkarte bezahlen	user-89_2014-11-07_12-29-49_utt_031	was*v so*v tüür*v mann*v	master too small	0	0	ST2	A
4818	Sag: Ich möchte mit Mastercard bezahlen	user-91_2014-11-26_09-08-59_utt_008	i want with the mastercard oh scheisse*v	i want with mastercard	0	0	ST2	A
4825	Sag: Ich möchte am Samstagnachmittag abreisen	user-91_2014-11-26_09-08-59_utt_018	i would like to leave at saturday afternoon ggg	i would like to leave at saturday hairdryer	0	1	ST2	A
4855	Sag: Ich möchte mit Mastercard bezahlen	user-91_2014-12-10_09-12-51_utt_007	i want buy with mastercard	i want my with mastercard	0	1	ST2	A
4857	Sag: Ich möchte mit Schweizer Franken bezahlen	user-91_2014-12-10_09-12-51_utt_009	i want pie with swiss francs	i want to pie with swiss francs	0	1	ST2	A
4858	Sag: Ich möchte mit Schweizer Franken bezahlen	user-91_2014-12-10_09-12-51_utt_010	i would like pay with swiss francs	i would like pay with credit card	0	1	ST2	A
4866	Sag: Ich möchte mit Visa bezahlen	user-91_2014-12-18_14-42-45_utt_004	i want buy with visa	i want my with visa	0	1	ST2	A
4911	Sag: Ich möchte mit Kreditkarte bezahlen	user-95_2014-11-01_16-27-26_utt_007	i want pay with credit card	i want pay with credit card	0	1	ST2	A
4912	Sag: Ich möchte mit Kreditkarte bezahlen	user-95_2014-11-01_16-27-26_utt_008	i want pay with credit card	i want pay with credit card	0	1	ST2	A
4913	Sag: Ich möchte mit Kreditkarte bezahlen	user-95_2014-11-01_16-27-26_utt_009	can i bay be credit card	can i buy be credit card	0	1	ST2	A
4965	Sag: Ich möchte mit Mastercard bezahlen	user-99_2014-11-12_16-07-04_utt_022	i want to pay with the mastercard	i want to pay with mastercard	0	1	ST2	A
4973	Sag: Ich möchte mit Mastercard bezahlen	user-99_2014-11-12_16-13-53_utt_005	i wanna pay with a mastercard	i want to pay with mastercard	0	1	ST2	A
5040	Sag: Ich möchte mit Postkarte bezahlen	user-115_2014-12-18_16-07-08_utt_009	a post card	a door for	0	0	ST2	A
5041	Sag: Ich möchte mit Postkarte bezahlen	user-115_2014-12-18_16-07-08_utt_010	say it again i didn't un*a	sweatshirt	0	0	ST2	A
5042	Sag: Ich möchte mit Postkarte bezahlen	user-115_2014-12-18_16-07-08_utt_011	i would like	i would like	0	0	ST2	A
5078	Sag: Ich möchte mit Visa bezahlen	user-117_2014-12-12_16-14-02_utt_010	i would like pay with visa*z is that ok	i would like pay with visa seven pay	0	1	ST2	A
5086	Sag: Ich möchte am Samstagmorgen abreisen	user-117_2014-12-12_16-14-02_utt_022	i would like leave on saturday morning	i would like to leave on saturday morning	0	1	ST2	A
5095	Sag: Ich möchte mit Postkarte bezahlen	user-117_2014-12-12_16-14-02_utt_035	i would like pay with postcard is that okay	i would like pay with postcard some pay	0	1	ST2	A
